,Breed,Breed2,MixedBreed,isCat,Color,ColorPattern,Color2,ColorPattern2,AgeuponOutcome,OutcomeType,SexuponOutcome,Name
18446,domestic shorthair,,True,1,Tortie,,,,60.0,Adoption,Spayed Female,True
18447,domestic shorthair,,True,1,White,,Brown,Tabby,60.0,Adoption,Spayed Female,True
18448,labrador retriever,,True,0,Black,,Brown,Brindle,60.0,Adoption,Spayed Female,True
18449,pit bull,,True,0,Tan,,White,,730.0,Transfer,Neutered Male,True
18450,domestic shorthair,,True,1,Cream,Tabby,,,3.0,Transfer,Unknown,False
18451,dachshund,,True,0,Red,,,,1825.0,Adoption,Spayed Female,True
18452,pit bull,,True,0,Tan,,White,,730.0,Adoption,Neutered Male,True
18453,domestic shorthair,,True,1,Calico,,White,,60.0,Adoption,Spayed Female,True
18454,domestic shorthair,,True,1,Orange,Tabby,,,90.0,Adoption,Neutered Male,False
18455,beagle,,True,0,Tricolor,,,,90.0,Transfer,Intact Male,False
18456,domestic shorthair,,True,1,Brown,Tabby,White,,365.0,Adoption,Neutered Male,True
18457,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Transfer,Neutered Male,True
18458,domestic shorthair,,True,1,Brown,Tabby,White,,4015.0,Return_to_owner,Spayed Female,True
18459,dogo argentino,,True,0,White,,,,1095.0,Transfer,Neutered Male,True
18460,german shepherd,,True,0,Sable,,,,2190.0,Adoption,Spayed Female,True
18461,labrador retriever,,True,0,Black,,,,730.0,Adoption,Spayed Female,True
18462,american bulldog,,True,0,Brown,,White,,1095.0,Return_to_owner,Neutered Male,True
18463,german shepherd,,True,0,Brown,,,,365.0,Adoption,Neutered Male,True
18464,boston terrier,,True,0,Black,,White,,1825.0,Return_to_owner,Spayed Female,True
18465,domestic shorthair,,True,1,Orange,Tabby,,,30.0,Transfer,Intact Male,True
18466,domestic shorthair,,True,1,Orange,Tabby,,,365.0,Return_to_owner,Intact Female,True
18467,miniature poodle,lhasa apso,False,0,White,,Gray,,365.0,Adoption,Spayed Female,True
18468,chihuahua shorthair,,True,0,Brown,,,,300.0,Transfer,Spayed Female,False
18469,domestic shorthair,,True,1,Black,Tabby,White,,60.0,Adoption,Neutered Male,True
18470,pit bull,,True,0,Brown,,White,,730.0,Return_to_owner,Spayed Female,True
18471,chihuahua shorthair,,True,0,White,,Tan,,1095.0,Adoption,Neutered Male,True
18472,domestic shorthair,,True,1,Black,,White,,7.0,Euthanasia,Intact Male,False
18473,pit bull,,True,0,White,,Brown,,365.0,Adoption,Neutered Male,True
18474,beagle,,True,0,Tricolor,,,,365.0,Transfer,Intact Male,True
18475,chihuahua shorthair,,True,0,Brown,,,,365.0,Adoption,Neutered Male,True
18476,domestic shorthair,,True,1,Silver,Tabby,White,,1095.0,Adoption,Spayed Female,True
18477,rottweiler,,False,0,Black,,Brown,,1825.0,Return_to_owner,Neutered Male,True
18478,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Neutered Male,False
18479,australian cattle dog,,True,0,Brown,Brindle,White,,2555.0,Transfer,Spayed Female,True
18480,domestic shorthair,,True,1,Brown,Tabby,,,90.0,Adoption,Spayed Female,True
18481,australian cattle dog,labrador retriever,False,0,White,,Tricolor,,730.0,Adoption,Neutered Male,True
18482,toy poodle,,True,0,White,,,,1095.0,Return_to_owner,Intact Female,True
18483,pit bull,,True,0,Brown,Brindle,White,,365.0,Return_to_owner,Neutered Male,True
18484,dachshund longhair,,True,0,Black,,Tan,,1825.0,Return_to_owner,Neutered Male,True
18485,domestic shorthair,,True,1,Black,,,,21.0,Transfer,Unknown,False
18486,pembroke welsh corgi,,False,0,Sable,,White,,2555.0,Return_to_owner,Spayed Female,True
18487,german shepherd,border collie,False,0,Black,,Brown,,3650.0,Return_to_owner,Neutered Male,True
18488,domestic shorthair,,False,1,Gray,Tabby,,,60.0,Died,Unknown,False
18489,domestic shorthair,,True,1,White,,Blue,,60.0,Adoption,Neutered Male,False
18490,domestic shorthair,,True,1,Brown,Tabby,,,,Transfer,Intact Female,False
18491,domestic shorthair,,True,1,Calico,,,,365.0,Transfer,Intact Female,True
18492,siberian husky,,True,0,Red,,White,,730.0,Return_to_owner,Spayed Female,True
18493,pit bull,,True,0,Blue,,,,365.0,Return_to_owner,Spayed Female,True
18494,domestic shorthair,,True,1,Brown,Tabby,White,,365.0,Transfer,Intact Male,False
18495,domestic shorthair,,True,1,Orange,Tabby,,,210.0,Adoption,Neutered Male,True
18496,domestic shorthair,,True,1,White,,Black,,30.0,Transfer,Intact Male,False
18497,domestic shorthair,,True,1,Orange,Tabby,White,,3.0,Transfer,Intact Male,False
18498,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Neutered Male,True
18499,domestic shorthair,,True,1,Brown,Tabby,,,7.0,Transfer,Intact Female,False
18500,domestic shorthair,,True,1,Black,,White,,14.0,Transfer,Intact Male,False
18501,labrador retriever,,True,0,Black,,White,,7.0,Transfer,Intact Male,False
18502,australian cattle dog,,True,0,Red,Tick,White,,1460.0,Return_to_owner,Spayed Female,True
18503,domestic shorthair,,True,1,Blue,Tabby,White,,90.0,Adoption,Neutered Male,True
18504,chihuahua shorthair,,False,0,Black,,Tan,,2555.0,Return_to_owner,Spayed Female,True
18505,chow chow,,True,0,Gold,,,,730.0,Euthanasia,Intact Male,False
18506,labrador retriever,,True,0,Black,,White,,60.0,Adoption,Spayed Female,False
18507,pit bull,catahoula,False,0,White,,Brown,,365.0,Adoption,Spayed Female,True
18508,dachshund,cardigan welsh corgi,False,0,Red,,White,,365.0,Return_to_owner,Spayed Female,True
18509,domestic shorthair,,True,1,Brown,Tabby,,,90.0,Transfer,Neutered Male,True
18510,australian kelpie,whippet,False,0,Brown,Brindle,White,,730.0,Adoption,Neutered Male,True
18511,pembroke welsh corgi,,True,0,Tricolor,,,,730.0,Adoption,Neutered Male,False
18512,domestic shorthair,,True,1,Blue,,,,7.0,Transfer,Unknown,False
18513,labrador retriever,german shepherd,False,0,Black,,,,210.0,Return_to_owner,Neutered Male,True
18514,american staffordshire terrier,,True,0,Fawn,,Black,,365.0,Euthanasia,Intact Male,True
18515,domestic shorthair,,True,1,Torbie,,,,30.0,Transfer,Intact Female,True
18516,boxer,,True,0,Brown,,White,,2920.0,Return_to_owner,Neutered Male,True
18517,great pyrenees,,True,0,White,,Brown,,2190.0,Return_to_owner,Intact Male,True
18518,pointer,,True,0,Brown,,,,730.0,Transfer,Neutered Male,False
18519,pit bull,catahoula,False,0,Brown,,White,,150.0,Transfer,Intact Female,True
18520,yorkshire terrier,,True,0,Tan,,Silver,,730.0,Transfer,Intact Female,True
18521,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Spayed Female,True
18522,domestic shorthair,,True,1,Torbie,,,,1825.0,Transfer,Spayed Female,False
18523,german shepherd,,True,0,Black,,Brown,,2555.0,Adoption,Spayed Female,True
18524,labrador retriever,,True,0,Black,,White,,1825.0,Return_to_owner,Spayed Female,True
18525,domestic shorthair,,True,1,Brown,Tabby,,,6205.0,Transfer,Intact Female,True
18526,domestic shorthair,,True,1,Black,,,,365.0,Transfer,Intact Female,False
18527,yorkshire terrier,,True,0,Tan,,Black,,365.0,Adoption,Neutered Male,True
18528,labrador retriever,,True,0,Tan,,,,365.0,Transfer,Neutered Male,True
18529,pit bull,,True,0,White,,Black,,365.0,Euthanasia,Spayed Female,True
18530,dachshund wirehair,toy poodle,False,0,Black,,,,60.0,Adoption,Spayed Female,False
18531,domestic shorthair,,True,1,Brown,Tabby,,,365.0,Transfer,Unknown,False
18532,boxer,,True,0,Brown,,White,,1460.0,Return_to_owner,Spayed Female,True
18533,domestic shorthair,,True,1,Orange,Tabby,,,365.0,Return_to_owner,Intact Male,False
18534,dachshund,chihuahua shorthair,False,0,White,,Brown,,1460.0,Adoption,Neutered Male,True
18535,boxer,,True,0,Fawn,,White,,150.0,Adoption,Spayed Female,True
18536,domestic shorthair,,True,1,Black,,,,28.0,Transfer,Intact Male,False
18537,shih tzu,,False,0,Brown,,White,,4380.0,Transfer,Intact Male,True
18538,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Intact Female,False
18539,australian shepherd,,True,0,White,,Buff,,60.0,Transfer,Spayed Female,False
18540,pit bull,,True,0,Black,,White,,730.0,Return_to_owner,Intact Male,True
18541,domestic shorthair,,True,1,Orange,Tabby,White,,365.0,Euthanasia,Intact Male,False
18542,yorkshire terrier,,True,0,Silver,,Tan,,5475.0,Transfer,Intact Female,False
18543,domestic shorthair,,True,1,Black,,,,365.0,Transfer,Intact Male,False
18544,domestic longhair,,True,1,Black,,,,3285.0,Transfer,Spayed Female,True
18545,snowshoe,,True,1,Seal,Point,White,,30.0,Adoption,Spayed Female,False
18546,anatol shepherd,,False,0,Tan,,Black,,2190.0,Adoption,Neutered Male,True
18547,plott hound,labrador retriever,False,0,Brown,Brindle,,,150.0,Adoption,Neutered Male,True
18548,chihuahua shorthair,,True,0,Tricolor,,,,7.0,Transfer,Intact Female,False
18549,domestic shorthair,,True,1,Orange,Tabby,,,30.0,Transfer,Intact Male,True
18550,domestic medium hair,,True,1,White,,,,150.0,Transfer,Neutered Male,True
18551,domestic shorthair,,True,1,Black,,,,730.0,Euthanasia,Intact Male,False
18552,domestic longhair,,True,1,Brown,Tabby,White,,30.0,Euthanasia,Intact Female,False
18553,pit bull,,True,0,Black,,White,,365.0,Adoption,Intact Female,True
18554,boxer,catahoula,False,0,Brown,Brindle,,,2190.0,Transfer,Neutered Male,True
18555,catahoula,labrador retriever,False,0,Brown,Brindle,,,1095.0,Return_to_owner,Spayed Female,True
18556,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Transfer,Intact Female,True
18557,domestic shorthair,,True,1,Brown,Tabby,White,,365.0,Transfer,Spayed Female,False
18558,german shepherd,,True,0,Cream,,Black,,730.0,Adoption,Neutered Male,True
18559,australian cattle dog,,True,0,Black,,Tan,,365.0,Return_to_owner,Spayed Female,True
18560,domestic shorthair,,True,1,White,,,,2555.0,Euthanasia,Intact Female,False
18561,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Transfer,Intact Female,False
18562,labrador retriever,great pyrenees,False,0,Red,,White,,150.0,Transfer,Intact Female,False
18563,german shepherd,,True,0,Brown,,White,,730.0,Transfer,Intact Male,True
18564,domestic medium hair,,True,1,Brown,Tabby,,,21.0,Transfer,Intact Female,False
18565,siamese,,True,1,Blue,Point,,,180.0,Euthanasia,Intact Female,False
18566,rottweiler,,True,0,Black,,Brown,,365.0,Return_to_owner,Intact Male,True
18567,rottweiler,,True,0,Black,,Tan,,730.0,Return_to_owner,Neutered Male,True
18568,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,True
18569,pit bull,german shepherd,False,0,Black,,Tan,,365.0,Return_to_owner,Neutered Male,True
18570,labrador retriever,,True,0,Black,,White,,240.0,Adoption,Neutered Male,True
18571,miniature poodle,,True,0,Cream,,,,2920.0,Return_to_owner,Neutered Male,True
18572,pit bull,,True,0,Black,,White,,270.0,Return_to_owner,Intact Female,True
18573,chihuahua shorthair,,True,0,Tan,,White,,730.0,Transfer,Neutered Male,True
18574,collie rough,australian shepherd,False,0,White,,Brown,,730.0,Return_to_owner,Neutered Male,False
18575,domestic longhair,,False,1,Blue,,,,1825.0,Euthanasia,Neutered Male,False
18576,treeing cur,,True,0,Brown,Brindle,,,90.0,Transfer,Intact Male,False
18577,domestic shorthair,,True,1,Blue,,,,60.0,Adoption,Neutered Male,True
18578,chihuahua shorthair,beagle,False,0,Black,Brindle,White,,1460.0,Adoption,Neutered Male,True
18579,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Transfer,Intact Male,False
18580,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Adoption,Intact Female,True
18581,pit bull,,True,0,Blue,,White,,1460.0,Return_to_owner,Intact Female,True
18582,pit bull,,True,0,Black,,White,,365.0,Return_to_owner,Spayed Female,True
18583,domestic shorthair,,True,1,Brown,Tabby,,,14.0,Transfer,Unknown,False
18584,domestic shorthair,,True,1,Black,,,,90.0,Adoption,Neutered Male,True
18585,pit bull,,True,0,Brown,Brindle,White,,730.0,Transfer,Neutered Male,True
18586,dachshund,,False,0,Brown,,,,1095.0,Adoption,Spayed Female,True
18587,labrador retriever,,True,0,Black,,,,365.0,Transfer,Neutered Male,True
18588,chihuahua shorthair,finnish spitz,False,0,White,,Tan,,365.0,Return_to_owner,Neutered Male,True
18589,miniature poodle,,True,0,White,,,,1095.0,Return_to_owner,Spayed Female,True
18590,domestic medium hair,,True,1,Brown,Tabby,,,120.0,Adoption,Neutered Male,True
18591,german shepherd,,True,0,Black,,Brown,,30.0,Adoption,Neutered Male,True
18592,domestic longhair,,True,1,Black,,,,60.0,Adoption,Neutered Male,True
18593,chihuahua shorthair,,True,0,Tan,,White,,300.0,Adoption,Spayed Female,True
18594,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Spayed Female,True
18595,domestic shorthair,,True,1,Cream,Tabby,,,60.0,Adoption,Neutered Male,True
18596,border terrier,dachshund,False,0,Brown,,White,,240.0,Return_to_owner,Neutered Male,True
18597,rat terrier,,True,0,Tan,,White,,3650.0,Adoption,Spayed Female,True
18598,pit bull,,True,0,Brown,,White,,730.0,Transfer,Intact Female,True
18599,chihuahua shorthair,,True,0,Black,,Brown,,240.0,Transfer,Spayed Female,False
18600,pit bull,,True,0,White,,,,1095.0,Transfer,Spayed Female,True
18601,pit bull,labrador retriever,False,0,Brown,Brindle,,,730.0,Adoption,Spayed Female,True
18602,border collie,,True,0,Tricolor,,,,365.0,Return_to_owner,Neutered Male,True
18603,domestic shorthair,,True,1,White,,Blue,Tabby,1460.0,Adoption,Neutered Male,True
18604,chihuahua shorthair,,True,0,Tan,,White,,1095.0,Return_to_owner,Neutered Male,True
18605,german shepherd,,True,0,Brown,,Black,,730.0,Return_to_owner,Spayed Female,True
18606,weimaraner,,True,0,Chocolate,,White,,60.0,Transfer,Intact Male,False
18607,domestic shorthair,,True,1,Cream,Tabby,White,,30.0,Euthanasia,Intact Male,False
18608,bull terrier,,True,0,Tan,,White,,300.0,Transfer,Neutered Male,True
18609,keeshond,,True,0,Sable,,White,,30.0,Transfer,Spayed Female,False
18610,domestic shorthair,,True,1,Tortie,,,,60.0,Transfer,Intact Female,True
18611,domestic shorthair,,True,1,Black,,White,,21.0,Euthanasia,Intact Female,False
18612,pit bull,,True,0,Brown,Brindle,White,,365.0,Adoption,Spayed Female,True
18613,domestic shorthair,,True,1,Blue,,,,60.0,Adoption,Spayed Female,True
18614,jack russell terrier,dachshund,False,0,White,,Tan,,730.0,Adoption,Neutered Male,True
18615,carolina dog,labrador retriever,False,0,Tan,,White,,150.0,Transfer,Neutered Male,True
18616,domestic shorthair,,True,1,Tortie,,,,1095.0,Transfer,Intact Female,True
18617,border collie,german shepherd,False,0,Black,,White,,365.0,Return_to_owner,Neutered Male,True
18618,staffordshire,,True,0,Blue,,White,,365.0,Adoption,Spayed Female,True
18619,domestic shorthair,,True,1,Blue,Tabby,,,730.0,Return_to_owner,Intact Male,True
18620,domestic shorthair,,True,1,Blue,Tabby,,,21.0,Transfer,Intact Male,False
18621,domestic medium hair,,True,1,Black,,White,,365.0,Transfer,Spayed Female,True
18622,domestic shorthair,,True,1,Brown,Tabby,,,30.0,Adoption,Neutered Male,False
18623,miniature schnauzer,,True,0,Black,,Gray,,4380.0,Return_to_owner,Neutered Male,True
18624,chihuahua shorthair,,True,0,Brown,,,,1095.0,Transfer,Neutered Male,True
18625,cairn terrier,,False,0,Tan,,,,270.0,Transfer,Neutered Male,True
18626,domestic longhair,,True,1,Blue,Tabby,White,,4015.0,Adoption,Spayed Female,True
18627,pit bull,,True,0,Blue,,White,,1460.0,Return_to_owner,Neutered Male,True
18628,domestic medium hair,,True,1,Torbie,,,,60.0,Adoption,Spayed Female,True
18629,domestic shorthair,,True,1,Blue,,,,1460.0,Adoption,Spayed Female,True
18630,cocker spaniel,labrador retriever,False,0,Brown,,White,,60.0,Adoption,Neutered Male,True
18631,domestic shorthair,,True,1,Black,,White,,60.0,Transfer,Intact Male,True
18632,domestic shorthair,,True,1,Orange,Tabby,White,,60.0,Adoption,Neutered Male,False
18633,boerboel,,False,0,Fawn,,,,730.0,Return_to_owner,Neutered Male,True
18634,domestic shorthair,,True,1,Blue,,White,,30.0,Transfer,Intact Male,False
18635,labrador retriever,,True,0,Black,,,,180.0,Adoption,Spayed Female,False
18636,domestic shorthair,,True,1,Torbie,,,,1825.0,Transfer,Spayed Female,True
18637,domestic medium hair,,True,1,Orange,Tabby,White,,30.0,Adoption,Intact Male,True
18638,domestic shorthair,,True,1,Blue,Tabby,,,21.0,Transfer,Unknown,False
18639,staffordshire,,True,0,Blue,,White,,365.0,Adoption,Spayed Female,True
18640,chihuahua longhair,,True,0,Buff,,,,730.0,Adoption,Neutered Male,True
18641,cardigan welsh corgi,australian shepherd,False,0,Tricolor,,,,3650.0,Euthanasia,Neutered Male,True
18642,domestic longhair,persian,False,1,Blue,Cream,,,2190.0,Adoption,Spayed Female,True
18643,siamese,,True,1,Seal,Point,,,1825.0,Euthanasia,Neutered Male,True
18644,american pit bull terrier,,True,0,Black,,White,,365.0,Return_to_owner,Neutered Male,True
18645,domestic shorthair,,True,1,Tortie,,,,60.0,Transfer,Intact Female,False
18646,domestic shorthair,,True,1,Orange,Tabby,White,,330.0,Transfer,Neutered Male,True
18647,chihuahua shorthair,,True,0,White,,,,60.0,Adoption,Spayed Female,True
18648,labrador retriever,anatol shepherd,False,0,White,,,,365.0,Adoption,Neutered Male,True
18649,beagle,,True,0,Tricolor,,,,2920.0,Euthanasia,Intact Female,False
18650,rhod ridgeback,german shepherd,False,0,Tan,,,,3650.0,Return_to_owner,Spayed Female,True
18651,domestic shorthair,,True,1,Calico,,,,21.0,Transfer,Intact Female,False
18652,cairn terrier,,True,0,White,,Tan,,365.0,Transfer,Neutered Male,True
18653,domestic shorthair,,True,1,Orange,Tabby,White,,60.0,Adoption,Neutered Male,True
18654,domestic shorthair,,True,1,Tortie,,,,365.0,Transfer,Intact Female,False
18655,domestic shorthair,,False,1,Brown,Tabby,White,,60.0,Adoption,Neutered Male,True
18656,chihuahua shorthair,,True,0,Tricolor,,,,365.0,Transfer,Intact Male,False
18657,manx,,True,1,Blue,,White,,4015.0,Adoption,Spayed Female,True
18658,domestic shorthair,,True,1,Black,,White,,30.0,Transfer,Intact Female,True
18659,domestic shorthair,,True,1,Orange,Tabby,,,120.0,Transfer,Neutered Male,True
18660,chihuahua shorthair,,True,0,Tan,,,,300.0,Adoption,Spayed Female,True
18661,domestic shorthair,,True,1,Orange,Tabby,,,4.0,Transfer,Intact Male,False
18662,chihuahua shorthair,,True,0,Black,,White,,1825.0,Transfer,Intact Female,False
18663,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Spayed Female,True
18664,domestic shorthair,,True,1,Brown,Tabby,White,,120.0,Adoption,Neutered Male,True
18665,german shepherd,,True,0,Black,,Brown,,30.0,Transfer,Spayed Female,False
18666,german shepherd,,True,0,Black,,White,,730.0,Return_to_owner,Intact Male,True
18667,dachshund,,True,0,Black,,,,365.0,Transfer,Spayed Female,True
18668,bichon frise,,True,0,White,,,,730.0,Return_to_owner,Neutered Male,True
18669,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,True
18670,domestic shorthair,,True,1,Blue,Tabby,,,365.0,Adoption,Spayed Female,True
18671,domestic shorthair,,True,1,Tortie,,,,60.0,Adoption,Spayed Female,True
18672,pit bull,,True,0,Black,,White,,1095.0,Adoption,Neutered Male,True
18673,domestic shorthair,,True,1,Calico,,,,30.0,Transfer,Intact Female,False
18674,labrador retriever,,True,0,Yellow,,,,210.0,Transfer,Neutered Male,True
18675,domestic shorthair,,True,1,Brown,Tabby,,,365.0,Adoption,Spayed Female,True
18676,american bulldog,,True,0,Chocolate,,White,,1095.0,Return_to_owner,Neutered Male,True
18677,domestic shorthair,,True,1,Black,,White,,730.0,Return_to_owner,Neutered Male,True
18678,pit bull,,True,0,Blue,,,,1460.0,Euthanasia,Intact Female,False
18679,chihuahua shorthair,,True,0,Sable,,,,365.0,Adoption,Spayed Female,False
18680,chihuahua shorthair,,True,0,Tan,,Black,,730.0,Return_to_owner,Neutered Male,True
